investor_id,avg_gap_days,risk_status,state,city,age_group
INV003191,76.8,At Risk,Madhya Pradesh,Bhopal,18-25
INV003193,96.6,At Risk,Rajasthan,Jaipur,36-45
INV003196,80.33333333333333,At Risk,West Bengal,Kolkata,26-35
INV003205,67.66666666666667,At Risk,Punjab,Chandigarh,26-35
INV003210,72.2,At Risk,Haryana,Faridabad,36-45
INV003211,69.0,At Risk,Uttar Pradesh,Lucknow,36-45
INV003214,59.8,At Risk,Punjab,Chandigarh,36-45
INV003215,60.833333333333336,At Risk,Gujarat,Surat,26-35
INV003219,57.2,At Risk,Maharashtra,Pune,46-55
INV003221,61.166666666666664,At Risk,Karnataka,Mysore,26-35
INV003222,81.5,At Risk,Punjab,Amritsar,56+
INV003223,67.71428571428571,At Risk,Tamil Nadu,Coimbatore,26-35
INV003228,70.16666666666667,At Risk,Madhya Pradesh,Bhopal,26-35
INV003230,67.5,At Risk,Punjab,Amritsar,18-25
INV003231,83.0,At Risk,Haryana,Gurugram,26-35
INV003234,96.6,At Risk,Telangana,Hyderabad,26-35
INV003236,51.125,At Risk,Madhya Pradesh,Bhopal,18-25
INV003242,61.0,At Risk,Punjab,Chandigarh,26-35
INV003247,84.6,At Risk,Madhya Pradesh,Indore,46-55
INV003252,67.6,At Risk,Tamil Nadu,Chennai,46-55
INV003256,51.0,At Risk,Punjab,Amritsar,46-55
INV003257,61.8,At Risk,Rajasthan,Jaipur,56+
INV003260,89.4,At Risk,Madhya Pradesh,Indore,18-25
INV003262,85.2,At Risk,Telangana,Hyderabad,46-55
INV003267,74.4,At Risk,Rajasthan,Udaipur,36-45
INV003271,61.166666666666664,At Risk,West Bengal,Kolkata,18-25
INV003273,60.142857142857146,At Risk,Haryana,Faridabad,36-45
INV003277,53.714285714285715,At Risk,Rajasthan,Jaipur,18-25
INV003279,63.375,At Risk,Rajasthan,Jaipur,46-55
INV003289,64.83333333333333,At Risk,Uttar Pradesh,Lucknow,26-35
INV003300,64.8,At Risk,Uttar Pradesh,Agra,36-45
INV003301,59.375,At Risk,Rajasthan,Udaipur,26-35
INV003304,44.22222222222222,At Risk,Telangana,Hyderabad,18-25
INV003308,56.75,At Risk,Telangana,Hyderabad,56+
INV003310,80.8,At Risk,Telangana,Hyderabad,26-35
INV003311,48.0,At Risk,Madhya Pradesh,Bhopal,26-35
INV003314,73.5,At Risk,Telangana,Hyderabad,36-45
INV003317,44.142857142857146,At Risk,Delhi,New Delhi,18-25
INV003320,45.285714285714285,At Risk,Tamil Nadu,Coimbatore,56+
INV003325,101.0,At Risk,Haryana,Faridabad,26-35
INV003329,89.0,At Risk,Madhya Pradesh,Indore,56+
INV003336,72.33333333333333,At Risk,Punjab,Amritsar,46-55
INV003338,37.5,At Risk,Haryana,Faridabad,46-55
INV003344,86.6,At Risk,Haryana,Gurugram,36-45
INV003350,92.4,At Risk,Maharashtra,Nashik,46-55
INV003351,54.0,At Risk,Delhi,New Delhi,26-35
INV003352,68.14285714285714,At Risk,Maharashtra,Mumbai,36-45
INV003357,62.4,At Risk,Madhya Pradesh,Bhopal,26-35
INV003360,59.42857142857143,At Risk,Madhya Pradesh,Indore,26-35
INV003370,63.333333333333336,At Risk,Karnataka,Mysore,56+
INV003372,59.4,At Risk,Karnataka,Mysore,36-45
INV003374,56.5,At Risk,Karnataka,Mysore,26-35
INV003375,52.714285714285715,At Risk,Telangana,Hyderabad,56+
INV003376,85.8,At Risk,Delhi,New Delhi,36-45
INV003379,75.16666666666667,At Risk,Uttar Pradesh,Lucknow,36-45
INV003380,72.4,At Risk,Delhi,Noida,36-45
INV003382,34.2,Regular,Karnataka,Bangalore,26-35
INV003391,56.6,At Risk,West Bengal,Kolkata,26-35
INV003393,63.714285714285715,At Risk,Delhi,New Delhi,26-35
INV003395,79.0,At Risk,Gujarat,Ahmedabad,36-45
INV003398,55.42857142857143,At Risk,Karnataka,Bangalore,36-45
INV003403,56.6,At Risk,Madhya Pradesh,Bhopal,18-25
INV003404,50.285714285714285,At Risk,Tamil Nadu,Chennai,36-45
INV003405,41.0,At Risk,Rajasthan,Jaipur,26-35
INV003406,59.0,At Risk,Madhya Pradesh,Bhopal,26-35
INV003407,57.42857142857143,At Risk,West Bengal,Kolkata,26-35
INV003422,84.66666666666667,At Risk,Uttar Pradesh,Lucknow,26-35
INV003424,73.16666666666667,At Risk,Madhya Pradesh,Indore,26-35
INV003427,84.2,At Risk,West Bengal,Kolkata,18-25
INV003430,73.4,At Risk,Gujarat,Ahmedabad,26-35
INV003431,51.4,At Risk,Karnataka,Mysore,18-25
INV003432,61.333333333333336,At Risk,Uttar Pradesh,Agra,56+
INV003435,73.83333333333333,At Risk,Maharashtra,Nashik,26-35
INV003437,91.2,At Risk,Punjab,Amritsar,46-55
INV003448,74.5,At Risk,Rajasthan,Udaipur,26-35
INV003450,47.666666666666664,At Risk,Maharashtra,Nashik,18-25
INV003455,35.5,At Risk,Tamil Nadu,Coimbatore,46-55
INV003457,60.5,At Risk,Karnataka,Bangalore,36-45
INV003458,67.85714285714286,At Risk,Gujarat,Surat,36-45
INV003459,59.4,At Risk,Karnataka,Mysore,26-35
INV003473,95.8,At Risk,Telangana,Hyderabad,26-35
INV003475,56.0,At Risk,Telangana,Hyderabad,26-35
INV003478,56.625,At Risk,Punjab,Chandigarh,26-35
INV003479,65.71428571428571,At Risk,West Bengal,Kolkata,36-45
INV003480,82.4,At Risk,Madhya Pradesh,Bhopal,26-35
INV003484,73.8,At Risk,Madhya Pradesh,Bhopal,26-35
INV003487,70.6,At Risk,Gujarat,Ahmedabad,26-35
INV003491,59.125,At Risk,Delhi,Noida,46-55
INV003492,90.8,At Risk,Gujarat,Ahmedabad,36-45
INV003495,49.22222222222222,At Risk,West Bengal,Kolkata,26-35
INV003506,67.0,At Risk,Tamil Nadu,Chennai,56+
INV003509,60.875,At Risk,Haryana,Gurugram,36-45
INV003511,65.57142857142857,At Risk,Haryana,Gurugram,46-55
INV003514,74.2,At Risk,Delhi,Gurugram,36-45
INV003518,67.8,At Risk,Madhya Pradesh,Bhopal,26-35
INV003521,89.0,At Risk,Rajasthan,Jaipur,46-55
INV003524,64.16666666666667,At Risk,Telangana,Hyderabad,36-45
INV003526,88.2,At Risk,Maharashtra,Nashik,36-45
INV003528,58.625,At Risk,Madhya Pradesh,Bhopal,18-25
INV003530,51.0,At Risk,Maharashtra,Pune,26-35
INV003531,76.4,At Risk,Delhi,Gurugram,36-45
INV003534,52.714285714285715,At Risk,Madhya Pradesh,Indore,46-55
INV003545,90.0,At Risk,Gujarat,Ahmedabad,26-35
INV003556,77.6,At Risk,Karnataka,Mysore,18-25
INV003557,66.4,At Risk,Karnataka,Bangalore,46-55
INV003558,39.166666666666664,At Risk,Uttar Pradesh,Lucknow,18-25
INV003559,48.333333333333336,At Risk,Uttar Pradesh,Kanpur,26-35
INV003562,80.5,At Risk,West Bengal,Kolkata,26-35
INV003564,71.0,At Risk,Telangana,Hyderabad,18-25
INV003580,72.16666666666667,At Risk,Gujarat,Ahmedabad,26-35
INV003581,51.285714285714285,At Risk,Tamil Nadu,Coimbatore,56+
INV003582,49.333333333333336,At Risk,Uttar Pradesh,Kanpur,36-45
INV003586,54.285714285714285,At Risk,Haryana,Faridabad,46-55
INV003592,75.6,At Risk,Madhya Pradesh,Indore,56+
INV003593,78.2,At Risk,Karnataka,Bangalore,26-35
INV003598,68.0,At Risk,Delhi,Gurugram,26-35
INV003599,50.0,At Risk,Madhya Pradesh,Indore,46-55
INV003601,45.25,At Risk,Haryana,Faridabad,26-35
INV003604,90.2,At Risk,Punjab,Chandigarh,18-25
INV003607,70.4,At Risk,Delhi,Gurugram,18-25
INV003611,68.83333333333333,At Risk,Uttar Pradesh,Kanpur,18-25
INV003613,67.42857142857143,At Risk,Punjab,Amritsar,26-35
INV003619,72.0,At Risk,West Bengal,Kolkata,18-25
INV003625,62.4,At Risk,Telangana,Hyderabad,26-35
INV003627,59.166666666666664,At Risk,Telangana,Hyderabad,36-45
INV003630,52.0,At Risk,Karnataka,Bangalore,18-25
INV003633,78.8,At Risk,Madhya Pradesh,Bhopal,26-35
INV003634,47.8,At Risk,Punjab,Chandigarh,46-55
INV003635,47.111111111111114,At Risk,West Bengal,Kolkata,56+
INV003641,67.0,At Risk,Telangana,Hyderabad,26-35
INV003642,53.166666666666664,At Risk,Haryana,Faridabad,18-25
INV003645,95.2,At Risk,Punjab,Amritsar,26-35
INV003649,96.8,At Risk,Haryana,Gurugram,46-55
INV003650,33.9,Regular,Telangana,Hyderabad,46-55
INV003654,60.5,At Risk,Delhi,New Delhi,18-25
INV003655,49.77777777777778,At Risk,Madhya Pradesh,Bhopal,36-45
INV003658,70.71428571428571,At Risk,West Bengal,Kolkata,26-35
INV003660,79.0,At Risk,Delhi,Noida,26-35
INV003669,53.5,At Risk,West Bengal,Kolkata,18-25
INV003670,70.85714285714286,At Risk,Punjab,Chandigarh,36-45
INV003672,77.2,At Risk,Uttar Pradesh,Agra,36-45
INV003673,68.85714285714286,At Risk,Maharashtra,Mumbai,26-35
INV003678,32.8,Regular,Gujarat,Ahmedabad,26-35
INV003681,51.0,At Risk,Telangana,Hyderabad,26-35
INV003683,92.4,At Risk,Telangana,Hyderabad,26-35
INV003684,98.2,At Risk,Karnataka,Bangalore,36-45
INV003685,80.2,At Risk,Gujarat,Ahmedabad,26-35
INV003686,96.6,At Risk,Gujarat,Surat,18-25
INV003693,71.33333333333333,At Risk,Madhya Pradesh,Bhopal,36-45
INV003695,51.666666666666664,At Risk,Karnataka,Bangalore,36-45
INV003696,75.8,At Risk,Tamil Nadu,Coimbatore,18-25
INV003697,76.66666666666667,At Risk,Maharashtra,Mumbai,18-25
INV003702,72.66666666666667,At Risk,Madhya Pradesh,Bhopal,36-45
INV003705,78.8,At Risk,Telangana,Hyderabad,26-35
INV003707,68.6,At Risk,Telangana,Hyderabad,36-45
INV003708,60.5,At Risk,Punjab,Amritsar,46-55
INV003709,80.2,At Risk,Uttar Pradesh,Agra,46-55
INV003710,78.6,At Risk,Rajasthan,Udaipur,26-35
INV003711,72.2,At Risk,Telangana,Hyderabad,36-45
INV003712,79.6,At Risk,Maharashtra,Pune,46-55
INV003713,81.5,At Risk,West Bengal,Kolkata,36-45
INV003718,91.4,At Risk,Telangana,Hyderabad,46-55
INV003720,74.6,At Risk,Madhya Pradesh,Bhopal,36-45
INV003722,50.666666666666664,At Risk,Maharashtra,Nashik,36-45
INV003723,61.8,At Risk,Tamil Nadu,Chennai,26-35
INV003724,68.0,At Risk,Punjab,Amritsar,56+
INV003733,88.8,At Risk,Telangana,Hyderabad,26-35
INV003734,59.0,At Risk,Tamil Nadu,Coimbatore,56+
INV003735,45.857142857142854,At Risk,Gujarat,Ahmedabad,36-45
INV003736,77.16666666666667,At Risk,Karnataka,Mysore,18-25
INV003738,50.6,At Risk,Delhi,Noida,26-35
INV003740,51.833333333333336,At Risk,Karnataka,Bangalore,56+
INV003741,67.66666666666667,At Risk,Madhya Pradesh,Bhopal,36-45
INV003744,86.8,At Risk,Karnataka,Mysore,18-25
INV003745,70.2,At Risk,West Bengal,Kolkata,36-45
INV003748,56.142857142857146,At Risk,Madhya Pradesh,Indore,46-55
INV003757,81.83333333333333,At Risk,Uttar Pradesh,Agra,18-25
INV003761,51.857142857142854,At Risk,Karnataka,Mysore,46-55
INV003766,65.28571428571429,At Risk,West Bengal,Kolkata,36-45
INV003767,47.5,At Risk,Madhya Pradesh,Bhopal,36-45
INV003771,50.77777777777778,At Risk,Telangana,Hyderabad,46-55
INV003772,34.5,Regular,Punjab,Amritsar,18-25
INV003775,74.0,At Risk,Maharashtra,Mumbai,56+
INV003779,76.4,At Risk,Delhi,New Delhi,26-35
INV003780,57.42857142857143,At Risk,Haryana,Faridabad,26-35
INV003781,64.83333333333333,At Risk,Tamil Nadu,Coimbatore,26-35
INV003785,74.2,At Risk,Karnataka,Bangalore,36-45
INV003787,63.25,At Risk,Karnataka,Mysore,46-55
INV003793,72.33333333333333,At Risk,Delhi,New Delhi,46-55
INV003795,67.66666666666667,At Risk,West Bengal,Kolkata,18-25
INV003811,78.66666666666667,At Risk,Gujarat,Surat,46-55
INV003812,50.833333333333336,At Risk,Haryana,Faridabad,18-25
INV003813,82.2,At Risk,Rajasthan,Udaipur,36-45
INV003815,72.5,At Risk,Gujarat,Surat,36-45
INV003824,71.5,At Risk,Telangana,Hyderabad,26-35
INV003825,81.2,At Risk,Telangana,Hyderabad,56+
INV003828,30.666666666666668,Regular,Karnataka,Bangalore,18-25
INV003829,48.55555555555556,At Risk,Punjab,Amritsar,36-45
INV003830,71.4,At Risk,Punjab,Amritsar,26-35
INV003844,68.5,At Risk,Maharashtra,Nashik,26-35
INV003847,50.0,At Risk,Telangana,Hyderabad,26-35
INV003849,77.2,At Risk,Karnataka,Mysore,26-35
INV003851,57.833333333333336,At Risk,Karnataka,Bangalore,46-55
INV003860,46.0,At Risk,Punjab,Chandigarh,26-35
INV003862,60.166666666666664,At Risk,Madhya Pradesh,Indore,26-35
INV003865,85.16666666666667,At Risk,Gujarat,Ahmedabad,18-25
INV003868,87.6,At Risk,Gujarat,Surat,36-45
INV003872,45.375,At Risk,Uttar Pradesh,Kanpur,26-35
INV003876,77.6,At Risk,Rajasthan,Udaipur,18-25
INV003880,68.57142857142857,At Risk,Gujarat,Surat,26-35
INV003885,71.6,At Risk,West Bengal,Kolkata,36-45
INV003892,55.22222222222222,At Risk,Punjab,Amritsar,46-55
INV003896,82.0,At Risk,Haryana,Faridabad,56+
INV003897,71.6,At Risk,Tamil Nadu,Coimbatore,26-35
INV003903,50.285714285714285,At Risk,Karnataka,Mysore,18-25
INV003905,62.5,At Risk,Maharashtra,Mumbai,26-35
INV003906,55.111111111111114,At Risk,Haryana,Faridabad,36-45
INV003912,68.6,At Risk,West Bengal,Kolkata,26-35
INV003913,61.42857142857143,At Risk,Telangana,Hyderabad,36-45
INV003916,67.2,At Risk,Karnataka,Mysore,26-35
INV003920,66.85714285714286,At Risk,Punjab,Chandigarh,26-35
INV003936,89.6,At Risk,Punjab,Chandigarh,36-45
INV003938,52.5,At Risk,Delhi,Gurugram,36-45
INV003940,70.66666666666667,At Risk,West Bengal,Kolkata,36-45
INV003943,42.5,At Risk,Telangana,Hyderabad,46-55
INV003945,56.333333333333336,At Risk,Gujarat,Ahmedabad,46-55
INV003946,69.16666666666667,At Risk,Karnataka,Mysore,26-35
INV003948,43.666666666666664,At Risk,Madhya Pradesh,Indore,18-25
INV003952,54.666666666666664,At Risk,Tamil Nadu,Chennai,36-45
INV003958,85.6,At Risk,Haryana,Faridabad,18-25
INV003962,68.71428571428571,At Risk,Haryana,Gurugram,26-35
INV003964,51.22222222222222,At Risk,Punjab,Chandigarh,26-35
INV003968,92.4,At Risk,Maharashtra,Mumbai,46-55
INV003972,84.2,At Risk,Uttar Pradesh,Agra,26-35
INV003975,50.142857142857146,At Risk,Gujarat,Ahmedabad,36-45
INV003978,68.14285714285714,At Risk,Telangana,Hyderabad,26-35
INV003979,56.0,At Risk,Madhya Pradesh,Indore,36-45
INV003981,67.66666666666667,At Risk,Haryana,Faridabad,46-55
INV003985,93.0,At Risk,Tamil Nadu,Coimbatore,18-25
INV003996,95.2,At Risk,Karnataka,Bangalore,36-45
INV004001,40.285714285714285,At Risk,Delhi,Noida,56+
INV004004,40.77777777777778,At Risk,Delhi,Gurugram,18-25
INV004005,73.66666666666667,At Risk,West Bengal,Kolkata,26-35
INV004007,38.833333333333336,At Risk,Delhi,New Delhi,18-25
INV004009,62.285714285714285,At Risk,Gujarat,Ahmedabad,18-25
INV004014,61.875,At Risk,Telangana,Hyderabad,56+
INV004015,88.0,At Risk,Maharashtra,Mumbai,18-25
INV004017,40.5,At Risk,West Bengal,Kolkata,36-45
INV004023,52.0,At Risk,Tamil Nadu,Chennai,46-55
INV004037,74.6,At Risk,Gujarat,Ahmedabad,26-35
INV004038,71.66666666666667,At Risk,Gujarat,Surat,26-35
INV004049,48.2,At Risk,Gujarat,Ahmedabad,36-45
INV004063,56.57142857142857,At Risk,Haryana,Gurugram,36-45
INV004066,75.16666666666667,At Risk,Gujarat,Surat,46-55
INV004069,74.0,At Risk,Delhi,Noida,26-35
INV004070,67.66666666666667,At Risk,Maharashtra,Pune,26-35
INV004079,71.33333333333333,At Risk,Karnataka,Bangalore,36-45
INV004085,68.33333333333333,At Risk,Maharashtra,Pune,36-45
INV004091,73.6,At Risk,Tamil Nadu,Chennai,26-35
INV004094,55.8,At Risk,Haryana,Faridabad,26-35
INV004098,58.2,At Risk,Delhi,Noida,26-35
INV004099,58.8,At Risk,West Bengal,Kolkata,26-35
INV004106,55.8,At Risk,Gujarat,Surat,26-35
INV004112,55.2,At Risk,Madhya Pradesh,Bhopal,46-55
INV004116,54.888888888888886,At Risk,Gujarat,Ahmedabad,36-45
INV004118,64.6,At Risk,Punjab,Chandigarh,36-45
INV004119,73.2,At Risk,Uttar Pradesh,Kanpur,26-35
INV004123,85.0,At Risk,Haryana,Gurugram,36-45
INV004124,63.8,At Risk,Maharashtra,Nashik,56+
INV004125,61.625,At Risk,Gujarat,Surat,26-35
INV004127,87.6,At Risk,Madhya Pradesh,Indore,36-45
INV004128,67.2,At Risk,Haryana,Faridabad,18-25
INV004134,35.4,At Risk,West Bengal,Kolkata,36-45
INV004135,50.111111111111114,At Risk,Tamil Nadu,Coimbatore,26-35
INV004143,97.0,At Risk,Gujarat,Ahmedabad,18-25
INV004145,66.2,At Risk,Gujarat,Surat,18-25
INV004146,88.2,At Risk,Uttar Pradesh,Agra,56+
INV004147,72.2,At Risk,Madhya Pradesh,Bhopal,26-35
INV004149,50.2,At Risk,Rajasthan,Udaipur,56+
INV004151,63.142857142857146,At Risk,Karnataka,Mysore,26-35
INV004153,60.0,At Risk,Uttar Pradesh,Agra,46-55
INV004154,46.72727272727273,At Risk,Karnataka,Mysore,18-25
INV004172,63.0,At Risk,Madhya Pradesh,Indore,26-35
INV004174,86.6,At Risk,Rajasthan,Udaipur,18-25
INV004175,67.85714285714286,At Risk,Tamil Nadu,Coimbatore,36-45
INV004177,45.42857142857143,At Risk,Tamil Nadu,Coimbatore,26-35
INV004179,71.2,At Risk,Maharashtra,Pune,26-35
INV004181,93.4,At Risk,Uttar Pradesh,Lucknow,26-35
INV004191,77.16666666666667,At Risk,Maharashtra,Nashik,26-35
INV004196,78.33333333333333,At Risk,West Bengal,Kolkata,46-55
INV004199,58.2,At Risk,Tamil Nadu,Chennai,56+
INV004202,47.625,At Risk,West Bengal,Kolkata,36-45
INV004203,66.57142857142857,At Risk,Madhya Pradesh,Indore,18-25
INV004208,73.4,At Risk,West Bengal,Kolkata,36-45
INV004212,69.33333333333333,At Risk,Uttar Pradesh,Kanpur,36-45
INV004216,82.0,At Risk,Karnataka,Bangalore,26-35
INV004228,72.33333333333333,At Risk,Madhya Pradesh,Bhopal,26-35
INV004232,71.4,At Risk,Tamil Nadu,Chennai,26-35
INV004239,61.142857142857146,At Risk,Karnataka,Bangalore,18-25
INV004241,53.666666666666664,At Risk,Maharashtra,Mumbai,36-45
INV004243,55.714285714285715,At Risk,Punjab,Amritsar,36-45
INV004246,34.166666666666664,Regular,West Bengal,Kolkata,36-45
INV004247,87.2,At Risk,Tamil Nadu,Chennai,18-25
INV004248,42.666666666666664,At Risk,West Bengal,Kolkata,46-55
INV004258,49.666666666666664,At Risk,Gujarat,Ahmedabad,36-45
INV004266,61.833333333333336,At Risk,Delhi,New Delhi,36-45
INV004267,53.333333333333336,At Risk,Gujarat,Surat,46-55
INV004270,69.66666666666667,At Risk,Rajasthan,Udaipur,18-25
INV004271,79.8,At Risk,Maharashtra,Mumbai,18-25
INV004279,50.285714285714285,At Risk,Gujarat,Ahmedabad,36-45
INV004281,41.714285714285715,At Risk,Rajasthan,Jaipur,26-35
INV004282,52.857142857142854,At Risk,Punjab,Amritsar,26-35
INV004285,76.16666666666667,At Risk,Punjab,Chandigarh,26-35
INV004288,72.83333333333333,At Risk,Punjab,Amritsar,18-25
INV004289,45.9,At Risk,Karnataka,Bangalore,26-35
INV004293,81.8,At Risk,Rajasthan,Jaipur,36-45
INV004295,44.75,At Risk,Karnataka,Bangalore,36-45
INV004296,102.2,At Risk,Telangana,Hyderabad,26-35
INV004297,41.875,At Risk,Karnataka,Bangalore,36-45
INV004299,64.14285714285714,At Risk,Telangana,Hyderabad,26-35
INV004306,57.0,At Risk,Telangana,Hyderabad,26-35
INV004308,84.66666666666667,At Risk,Gujarat,Surat,26-35
INV004314,83.0,At Risk,Haryana,Gurugram,26-35
INV004319,60.5,At Risk,Gujarat,Surat,18-25
INV004321,42.0,At Risk,West Bengal,Kolkata,26-35
INV004324,77.66666666666667,At Risk,Madhya Pradesh,Indore,36-45
INV004326,40.111111111111114,At Risk,Delhi,Gurugram,26-35
INV004332,64.71428571428571,At Risk,Haryana,Faridabad,36-45
INV004335,64.42857142857143,At Risk,Gujarat,Ahmedabad,26-35
INV004338,48.888888888888886,At Risk,Maharashtra,Mumbai,46-55
INV004340,67.8,At Risk,Karnataka,Mysore,26-35
INV004343,63.0,At Risk,Madhya Pradesh,Bhopal,18-25
INV004348,52.2,At Risk,Delhi,New Delhi,26-35
INV004349,72.5,At Risk,Haryana,Gurugram,26-35
INV004356,30.8,Regular,West Bengal,Kolkata,36-45
INV004357,72.42857142857143,At Risk,Delhi,Gurugram,46-55
INV004358,45.857142857142854,At Risk,Tamil Nadu,Coimbatore,26-35
INV004361,61.57142857142857,At Risk,Haryana,Faridabad,26-35
INV004364,80.6,At Risk,West Bengal,Kolkata,36-45
INV004367,81.6,At Risk,Karnataka,Mysore,26-35
INV004372,59.2,At Risk,Haryana,Faridabad,26-35
INV004391,57.0,At Risk,Maharashtra,Mumbai,26-35
INV004392,90.4,At Risk,West Bengal,Kolkata,18-25
INV004400,46.57142857142857,At Risk,Uttar Pradesh,Agra,26-35
INV004401,69.85714285714286,At Risk,Rajasthan,Udaipur,26-35
INV004403,73.6,At Risk,West Bengal,Kolkata,26-35
INV004410,40.9,At Risk,Tamil Nadu,Chennai,36-45
INV004411,61.0,At Risk,Maharashtra,Mumbai,26-35
INV004412,82.33333333333333,At Risk,Punjab,Amritsar,26-35
INV004413,69.0,At Risk,Maharashtra,Mumbai,26-35
INV004414,53.857142857142854,At Risk,Uttar Pradesh,Lucknow,26-35
INV004421,90.8,At Risk,Punjab,Amritsar,26-35
INV004427,50.8,At Risk,Punjab,Amritsar,36-45
INV004434,84.6,At Risk,Gujarat,Surat,46-55
INV004446,65.8,At Risk,West Bengal,Kolkata,26-35
INV004447,49.833333333333336,At Risk,West Bengal,Kolkata,36-45
INV004450,61.6,At Risk,Tamil Nadu,Coimbatore,36-45
INV004451,84.0,At Risk,Madhya Pradesh,Bhopal,56+
INV004452,81.0,At Risk,Rajasthan,Udaipur,26-35
INV004454,98.4,At Risk,West Bengal,Kolkata,36-45
INV004455,50.0,At Risk,Telangana,Hyderabad,18-25
INV004457,81.4,At Risk,Telangana,Hyderabad,18-25
INV004459,53.833333333333336,At Risk,Maharashtra,Pune,26-35
INV004460,42.5,At Risk,Haryana,Gurugram,26-35
INV004463,94.8,At Risk,Karnataka,Bangalore,26-35
INV004464,62.5,At Risk,Haryana,Faridabad,26-35
INV004468,76.83333333333333,At Risk,Telangana,Hyderabad,46-55
INV004472,50.666666666666664,At Risk,West Bengal,Kolkata,26-35
INV004473,73.33333333333333,At Risk,Karnataka,Mysore,18-25
INV004475,67.83333333333333,At Risk,Punjab,Amritsar,26-35
INV004477,58.714285714285715,At Risk,Delhi,Gurugram,46-55
INV004484,61.6,At Risk,Punjab,Amritsar,46-55
INV004502,74.5,At Risk,Rajasthan,Udaipur,36-45
INV004504,55.142857142857146,At Risk,Telangana,Hyderabad,46-55
INV004511,37.2,At Risk,Gujarat,Ahmedabad,46-55
INV004517,86.6,At Risk,West Bengal,Kolkata,46-55
INV004521,54.5,At Risk,Gujarat,Ahmedabad,18-25
INV004523,87.2,At Risk,Haryana,Gurugram,26-35
INV004528,54.0,At Risk,Madhya Pradesh,Indore,46-55
INV004531,60.0,At Risk,Haryana,Gurugram,26-35
INV004533,55.0,At Risk,Gujarat,Ahmedabad,36-45
INV004542,34.0,Regular,Maharashtra,Pune,36-45
INV004547,67.5,At Risk,Madhya Pradesh,Bhopal,36-45
INV004555,53.142857142857146,At Risk,Uttar Pradesh,Lucknow,36-45
INV004560,48.375,At Risk,Tamil Nadu,Coimbatore,36-45
INV004562,83.8,At Risk,Telangana,Hyderabad,26-35
INV004563,64.83333333333333,At Risk,Gujarat,Surat,46-55
INV004574,54.57142857142857,At Risk,Maharashtra,Mumbai,36-45
INV004576,63.0,At Risk,Rajasthan,Jaipur,46-55
INV004579,43.857142857142854,At Risk,Rajasthan,Jaipur,26-35
INV004581,72.14285714285714,At Risk,Gujarat,Surat,26-35
INV004589,71.4,At Risk,Gujarat,Ahmedabad,36-45
INV004594,59.142857142857146,At Risk,Haryana,Gurugram,26-35
INV004598,84.2,At Risk,Tamil Nadu,Chennai,46-55
INV004602,59.625,At Risk,Delhi,Noida,26-35
INV004607,56.0,At Risk,Telangana,Hyderabad,26-35
INV004608,55.0,At Risk,Karnataka,Bangalore,26-35
INV004611,51.166666666666664,At Risk,Madhya Pradesh,Bhopal,18-25
INV004614,79.6,At Risk,Delhi,New Delhi,18-25
INV004617,39.25,At Risk,Karnataka,Bangalore,26-35
INV004621,54.25,At Risk,Punjab,Amritsar,36-45
INV004625,96.4,At Risk,Tamil Nadu,Coimbatore,18-25
INV004629,64.57142857142857,At Risk,Karnataka,Bangalore,18-25
INV004630,50.625,At Risk,Madhya Pradesh,Bhopal,26-35
INV004631,64.71428571428571,At Risk,Tamil Nadu,Chennai,36-45
INV004633,78.16666666666667,At Risk,Telangana,Hyderabad,18-25
INV004635,58.666666666666664,At Risk,Punjab,Chandigarh,18-25
INV004636,75.6,At Risk,Uttar Pradesh,Kanpur,18-25
INV004638,54.333333333333336,At Risk,Delhi,New Delhi,26-35
INV004640,68.33333333333333,At Risk,Telangana,Hyderabad,36-45
INV004641,67.8,At Risk,Haryana,Faridabad,56+
INV004642,54.8,At Risk,Uttar Pradesh,Kanpur,46-55
INV004643,50.6,At Risk,Delhi,Noida,26-35
INV004646,64.5,At Risk,Madhya Pradesh,Indore,18-25
INV004647,70.66666666666667,At Risk,Madhya Pradesh,Indore,36-45
INV004650,80.8,At Risk,Punjab,Chandigarh,56+
INV004661,69.71428571428571,At Risk,Maharashtra,Nashik,26-35
INV004665,83.4,At Risk,Madhya Pradesh,Bhopal,36-45
INV004672,72.0,At Risk,Rajasthan,Jaipur,26-35
INV004680,47.166666666666664,At Risk,Punjab,Chandigarh,36-45
INV004682,42.25,At Risk,Telangana,Hyderabad,26-35
INV004688,77.6,At Risk,West Bengal,Kolkata,26-35
INV004692,83.6,At Risk,Madhya Pradesh,Bhopal,26-35
INV004701,20.0,Regular,Haryana,Gurugram,26-35
INV004704,93.8,At Risk,Delhi,New Delhi,26-35
INV004712,48.57142857142857,At Risk,Uttar Pradesh,Kanpur,36-45
INV004715,56.833333333333336,At Risk,Tamil Nadu,Chennai,46-55
INV004716,74.0,At Risk,Telangana,Hyderabad,18-25
INV004737,54.55555555555556,At Risk,Madhya Pradesh,Indore,46-55
INV004738,93.2,At Risk,Uttar Pradesh,Kanpur,56+
INV004741,72.33333333333333,At Risk,Telangana,Hyderabad,26-35
INV004753,61.4,At Risk,Karnataka,Mysore,36-45
INV004755,61.166666666666664,At Risk,Uttar Pradesh,Agra,18-25
INV004761,71.4,At Risk,Madhya Pradesh,Indore,26-35
INV004763,83.5,At Risk,Karnataka,Bangalore,46-55
INV004764,83.0,At Risk,Punjab,Amritsar,46-55
